stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
PD897,,PD897-El Líbano / Esq. Avenida Macul,-33.5018010878838,-70.5940330065367,
PD898,,PD898-Las Golondrinas / Esq. Ramón Toro Ibáñez,-33.5017595099643,-70.5971173599672,
PD899,,PD899-Ramón Toro Ibáñez / Esq. Los Gorriones,-33.5028784150362,-70.5976266308554,
PD900,,PD900-Ramón Toro Ibáñez / Esq. Las Codornices,-33.5045049170343,-70.5979364083656,
PD901,,PD901-Ramón Toro Ibáñez / Esq. Los Pelícanos,-33.5073469762086,-70.5985333731834,
PD902,,PD902-Ramón Toro Ibáñez / Esq. Av. Departamental,-33.5088267893635,-70.5988189579735,
PD3,,PD3-Av. Departamental / Esq. Froilán Roa,-33.5090117694802,-70.6013210156721,
PD426,,PD426-Parada 11 / (M) Irarrázaval,-33.4520739907568,-70.6292414247167,
PD427,,PD427-Parada 12 / (M) Irarrázaval,-33.4534089785603,-70.6289457928412,
PD428,,PD428-Parada 16 / (M) Irarrázaval,-33.4548210742181,-70.6277241983552,
PD431,,PD431-Dublé Almeyda / Esq. Los 3 Antonios,-33.4559299942758,-70.603003937553,
PE1496,,PE1496-Froilán Roa / Esq. Las Pataguas,-33.5164996612884,-70.5967131849011,
PE1497,,PE1497-Froilán Roa / Esq. El Canelo,-33.5153744064752,-70.5987208637146,
PE1333,,PE1333-Froilán Roa / Esq. Froilán Roa,-33.5139434715508,-70.6005139985786,
PD193,,PD193-Parada 1 / (M) Pedrero,-33.5077182850447,-70.6130043950279,
PD1120,,PD1120-Av. Estadio Colo Colo / Esq. Nicomedes Guzmán,-33.5038794771747,-70.6141603475792,
PD1121,,PD1121-Av. Estadio Colo Colo / Esq. Nicomedes Guzmán,-33.5040823494202,-70.6119497978021,
PD1122,,PD1122-Av. Estadio Colo Colo / Esq. José Caroca,-33.504181808862,-70.6108913089651,
PD1123,,PD1123-Av. Estadio Colo Colo / Esq. Jorge Quevedo,-33.504332205504,-70.6090360871999,
PD1124,,PD1124-Av. Estadio Colo Colo / Esq. Avenida Marathon,-33.5047879472666,-70.6069991945163,
PD1125,,PD1125-Avenida Marathon / Esq. Benito Rebolledo,-33.5021830872331,-70.6056399204625,
PD1592,,PD1592-Avenida Marathon / Esq. Padre L. Querbes,-33.4976486403827,-70.6050890280934,
PD1128,,PD1128-Av. Pedro De Valdivia / Esq.  Los Cohetes,-33.4929849576172,-70.6064355638863,
PD1130,,PD1130-Av. Escuela Agrícola / Esq. Castillo Urizar,-33.4906958413596,-70.6090948318105,
PD1386,,PD1386-Av. Escuela Agrícola / Esq. Avenida Marathon,-33.4908713130187,-70.611342196085,
PD953,,PD953-Avenida Marathon / Esq. Los Tuliperos,-33.4880315459306,-70.6117513143317,
PD954,,PD954-Avenida Marathon / Esq. Avenida Quilín,-33.485485756095,-70.6125769845525,
PD955,,PD955-Avenida Marathon / Esq. Los Plátanos,-33.4834839128247,-70.6126991604245,
PD1132,,PD1132-Avenida Marathon / Esq. Los Olmos ,-33.480896480214,-70.6129137924441,
PD1133,,PD1133-Avenida Marathon / Esq. Los Espinos,-33.477417625373,-70.6131603170727,
PD1134,,PD1134-Avenida Marathon / Esq. Av. Rodrigo De Araya,-33.4748699874253,-70.6133659807631,
PD647,,PD647-Avenida Marathon / Esq. Avenida Zañartu,-33.4729948152277,-70.6134560472315,
PD648,,PD648-Avenida Marathon / Esq. Guillermo Mann,-33.4709896662892,-70.6134855943984,
PD649,,PD649-Avenida Marathon / Esq. Calle 2,-33.4681427695092,-70.6138180461358,
PD1135,,PD1135-Carlos Dittborn / Esq. Calle 14 ,-33.4655545150363,-70.6154088169243,
PD1136,,PD1136-Carlos Dittborn / Esq. Los Jazmines,-33.4658958969631,-70.6180642758826,
PD1137,,PD1137-Carlos Dittborn / Esq. Obispo Orrego,-33.4661199496217,-70.6198266362092,
PD1138,,PD1138-Carlos Dittborn / Esq. Lo Encalada,-33.4663717424857,-70.6218101037836,
PD1595,,PD1595-San Eugenio / Esq.  Julio Cordero B.,-33.4621593272104,-70.6247658387619,
PD1143,,PD1143-San Eugenio / Esq. Suárez Mujica,-33.4592783496442,-70.6261807161366,
PD777,,PD777-Parada 17 / (M) Irarrázaval,-33.4556414176928,-70.6272682962294,
PD1324,,PD1324-Parada 15 / (M) Irarrázaval,-33.4526668915829,-70.6285941012332,
PD1596,,PD1596-San Eugenio / Esq. Santa Emma,-33.4560800019542,-70.6273830031784,
PD1598,,PD1598-San Eugenio / Esq.  Julio Cordero B.,-33.4615803215837,-70.6253866172786,
PD1599,,PD1599-San Eugenio / Esq. Carlos Dittborn,-33.465295499586,-70.6241077511134,
PD1600,,PD1600-San Eugenio / Esq. Trihue,-33.4683845912133,-70.6232572086278,
PD1602,,PD1602-Guillermo Mann / Esq. W. Rebolledo,-33.4711175779028,-70.6201940317668,
PD1604,,PD1604-Guillermo Mann / Esq.  Avenida Marathon,-33.4707988213787,-70.6144967873431,
PD839,,PD839-Avenida Marathon / Esq. Avenida Zañartu,-33.4725039745308,-70.6139591659097,
PD840,,PD840-Avenida Marathon / Esq. Av. Rodrigo De Araya,-33.4741998668414,-70.613855024813,
PD1149,,PD1149-Avenida Marathon / Esq. José Ananías,-33.4781459677131,-70.6136010534208,
PD1150,,PD1150-Avenida Marathon / Esq. Domingo Arteaga,-33.4804868277582,-70.6134152349297,
PD1151,,PD1151-Avenida Marathon / Esq. Aysén,-33.4828726271585,-70.6132410045508,
PD948,,PD948-Avenida Marathon / Esq. Avenida Quilín,-33.485028291162,-70.6130797201573,
PD1152,,PD1152-Avenida Marathon / Esq. Los Tuliperos,-33.4876267978084,-70.6122227573301,
PD1154,,PD1154-Av. Escuela Agrícola / Esq. Castillo Urizar,-33.4909046680922,-70.6098187506561,
PD1155,,PD1155-Av. Escuela Agrícola / Esq. Av. Pedro De Valdivia,-33.490672350521,-70.6067383467336,
PD1157,,PD1157-Av. Pedro De Valdivia / Esq. Joaquín Rodríguez,-33.4938982413131,-70.6066644753151,
PD1158,,PD1158-Avenida La Aguada / Esq. Mons. C. Casanueva,-33.4953476747704,-70.6077600906925,
PD25,,PD25-Avenida La Aguada / Esq. Froilán Roa,-33.5013537517926,-70.6006019029298,
PD26,,PD26-Froilán Roa / Esq. Benito Rebolledo,-33.502163712488,-70.6007319954161,
PD27,,PD27-Froilán Roa / Esq. Las Codornices,-33.5042632549084,-70.6011431172439,
PD28,,PD28-Froilán Roa / Esq. Las Loicas,-33.506506606535,-70.6015913590157,
PD29,,PD29-Froilán Roa / Esq. Av. Departamental,-33.5085927586678,-70.6019915143947,
PC1,,PC1-Parada 3 / (M) Manuel Montt,-33.4294827934846,-70.6193671435882,
PC2,,PC2-Parada 7 / (M) Pedro De Valdivia,-33.4269091197085,-70.6159024038759,
PC3,,PC3-Parada 9 / (M) Pedro De Valdivia,-33.4253319389977,-70.6118088432945,
PC4,,PC4-Av. Pedro De Valdivia / Esq. Carlos Antúnez,-33.4285527231602,-70.6106046199644,
PC5,,PC5-Parada 1 / Municipalidad De Providencia,-33.4312338619456,-70.6096345057765,
PC6,,PC6-Av. Pedro De Valdivia / Esq. Biarritz,-33.4337969746525,-70.6088632960966,
PC7,,PC7-Av. Pedro De Valdivia / Esq. Avenida Pocuro,-33.4360285408039,-70.6082053228192,
PC8,,PC8-Parada 3 / (M) Inés De Suarez,-33.4380963245783,-70.6075894750172,
PC9,,PC9-Av. Pedro De Valdivia / Esq. Bustos,-33.4401807367783,-70.6071513953441,
PC10,,PC10-Parada / The Kent School,-33.442477747717,-70.6067312011757,
PC11,,PC11-Av. Pedro De Valdivia / Esq. Dr. P. Lautaro Ferrer,-33.4451761860443,-70.6063022518298,
PD6,,PD6-Av. Pedro De Valdivia / Esq. Avenida Sucre,-33.4483929786526,-70.6057494362654,
PD7,,PD7-Av. Pedro De Valdivia / Esq. Simón Bolívar,-33.4501881644066,-70.6054296596808,
PD8,,PD8-Parada 3 / (M) Ñuñoa,-33.4535457116585,-70.6049407050294,
PD9,,PD9-Av. Pedro De Valdivia / Esq. Av. Castillo Velasco,-33.4580710608399,-70.6056395203727,
PD10,,PD10-Parada 5 / (M) Est.Nacional,-33.4620056950951,-70.6062694188281,
PD11,,PD11-Parada / Liceo Diego Portales,-33.4645917484517,-70.6066474571642,
PD12,,PD12-Parada / Liceo Pedro De Valdivia,-33.4684193094509,-70.6067019554825,
PD13,,PD13-Parada / Velódromo,-33.4698551590933,-70.6066219281857,
PD14,,PD14-Av. Pedro De Valdivia / Esq. Av. Rodrigo De Araya,-33.4738414667274,-70.6063963533173,
PD15,,PD15-Av. Pedro De Valdivia / Esq. Los Espinos,-33.4766564037861,-70.6062320085375,
PD16,,PD16-Av. Pedro De Valdivia / Esq. Los Olmos,-33.4789764022001,-70.6059853423389,
PD17,,PD17-Av. Pedro De Valdivia / Esq. Los Plátanos,-33.4816634383302,-70.6060865954761,
PD18,,PD18-Av. Pedro De Valdivia / Esq. Avenida Quilín,-33.4846784641989,-70.6062089812152,
PD19,,PD19-Av. Pedro De Valdivia / Esq. Coipué,-33.4886567859686,-70.6063201089009,
PD20,,PD20-Av. Escuela Agrícola / Esq. Vía Láctea,-33.4905541305852,-70.6049376445539,
PD21,,PD21-Av. Escuela Agrícola / Esq. Exequiel Fernández,-33.4903257869367,-70.6020284698229,
PD22,,PD22-Exequiel Fernández / Esq. Los Cometas,-33.4930727709393,-70.6019574417101,
PD23,,PD23-Exequiel Fernández / Esq. Mons. C. Casanueva,-33.495276697002,-70.6020378651816,
PD24,,PD24-Exequiel Fernández / Esq. Av. La Aguada,-33.4986294256052,-70.602406412405,
PH1443,,PH1443-Av. Las Industrias / Esq. Varas Mena,-33.5119038933539,-70.6248382682005,
PH1442,,PH1442-Parada 5 / Departamental - Las Industrias,-33.5082280290415,-70.6256652205242,
PE1500,,PE1500-Parada 9 / (M) Pedrero,-33.5084351013157,-70.6112844794119,
PD30,,PD30-Exequiel Fernández / Esq. Pasaje 3,-33.5080468796724,-70.6040311664219,
PD31,,PD31-Exequiel Fernández / Esq. Calle Nueva,-33.5037204968344,-70.6032214851177,
PD32,,PD32-Exequiel Fernández / Esq. Benito Rebolledo,-33.5023513833687,-70.602954033941,
PD33,,PD33-Exequiel Fernández / Esq. La Aguada,-33.499958782007,-70.6025407073405,
PD34,,PD34-Exequiel Fernández / Esq. Mons. C. Casanueva,-33.4961264412055,-70.6018812983974,
PD35,,PD35-Exequiel Fernández / Esq. Victor Dgo. Silva,-33.4932821058857,-70.6018095326494,
PD36,,PD36-Exequiel Fernández / Esq. Av. Escuela Agrícola,-33.4908986222459,-70.601666614839,
PD37,,PD37-Av. Escuela Agrícola / Esq. Psje Salar De Tara,-33.4903489471138,-70.6040695813179,
PD38,,PD38-Av. Pedro De Valdivia / Esq. Coipué,-33.4891506996353,-70.6062033034478,
PD39,,PD39-Av. Pedro De Valdivia / Esq. Quilín -Sur,-33.485537460781,-70.6061043008563,
PD40,,PD40-Av. Pedro De Valdivia / Esq. Los Plátanos,-33.4822753655201,-70.6059795081808,
PD41,,PD41-Av. Pedro De Valdivia / Esq. Los Olmos,-33.4794079511424,-70.6058792326179,
PD42,,PD42-Av. Pedro De Valdivia / Esq. Los Espinos,-33.4771859086033,-70.6058048661874,
PD43,,PD43-Av. Pedro De Valdivia / Esq. Av. Rodrigo De Araya,-33.4743601852702,-70.606244510726,
PD44,,PD44-Parada / Velódromo,-33.4705488887467,-70.6064657903888,
PD45,,PD45-Parada / Liceo Pedro De Valdivia,-33.4688837920279,-70.6065598823022,
PD46,,PD46-Parada / Liceo Diego Portales,-33.4642047498838,-70.6064477141747,
PD47,,PD47-Parada 8 / (M) Est.Nacional,-33.4625531957391,-70.6061235038755,
PD48,,PD48-Av. Pedro De Valdivia / Esq. Av. Castillo Velasco,-33.4584000770668,-70.6055121732069,
PD49,,PD49-Parada 4 / (M) Ñuñoa,-33.4545708962054,-70.6048864367922,
PD50,,PD50-Av. Pedro De Valdivia / Esq. Psje. Simón Bolívar,-33.4506133561986,-70.605187905932,
PD51,,PD51-Av. Pedro De Valdivia / Esq. Avenida Sucre,-33.4489277547471,-70.6054720553684,
PD52,,PD52-Av. Pedro De Valdivia / Esq. Dr. P. Lautaro Ferrer,-33.4456033081077,-70.6060508690332,
PC12,,PC12-Parada / The Kent School,-33.4432817239906,-70.6064190047993,
PC13,,PC13-Av. Pedro De Valdivia / Esq. Bustos,-33.4404281593323,-70.6069182303986,
PC14,,PC14-Parada 4 / (M) Inés De Suarez,-33.4378831354381,-70.6074779765195,
PC15,,PC15-Av. Pedro De Valdivia / Esq. Avenida Pocuro,-33.4363399020879,-70.607909888277,
PC16,,PC16-Av. Pedro De Valdivia / Esq. Biarritz,-33.433851174454,-70.6086480987351,
PC17,,PC17-Parada 2 / Municipalidad De Providencia,-33.431640329262,-70.609307504658,
PC18,,PC18-Parada / Ucinf,-33.4289001333344,-70.6102421245909,
PC19,,PC19-Parada / Instituto Luis Campino,-33.4269550963453,-70.6109881087043,
PC20,,PC20-Parada 10 / (M) Pedro De Valdivia,-33.4237835338577,-70.612221170878,
PC21,,PC21-Parada 2 / (M) Pedro De Valdivia,-33.4259557346644,-70.6152222196246,
PB1580,,PB1580-Parada 4 / Palacio Riesco,-33.3932444225204,-70.6232218990175,
PB107,,PB107-El Salto / Esq. Santa Mónica,-33.3984551694976,-70.6280387954611,
PB4,,PB4-Pedro Donoso / Esq.  Santa Ana,-33.3992261697921,-70.6329785711632,
PB5,,PB5-Pedro Donoso / Esq.  María Del Pilar,-33.3983332917554,-70.6368109638332,
PB6,,PB6-Pedro Donoso / Esq.  Las Orquídeas,-33.3974568951489,-70.640411351851,
PB7,,PB7-Parada 4 / (M) Dorsal,-33.3967631996632,-70.6432840072711,
PB8,,PB8-Avenida Dorsal / Esq. Rubén Darío,-33.3961640768633,-70.6448703838335,
PB10,,PB10-Avenida Dorsal / Esq. La Plata,-33.39552377538,-70.6507704558379,
PB11,,PB11-Avenida Dorsal / Esq. Diag. José M. Caro,-33.3953515268323,-70.6532055854917,
PB1587,,PB1587-Avenida Dorsal / Esq. El Guanaco,-33.3957775462789,-70.6570948771525,
PB14,,PB14-Avenida Dorsal / Esq. Araguayas,-33.3963467238553,-70.6614632135849,
PB15,,PB15-Avenida Dorsal / Esq. Cencerro,-33.396905829378,-70.6650261291907,
PB16,,PB16-Parada 2 / Dorsal - Independencia,-33.3976013367836,-70.6691002418951,
PB18,,PB18-Roma / Esq. La Primaver,-33.3992499642522,-70.673639958659,
PB1469,,PB1469-Roma / Esq. B. De Juras Reales,-33.4002825463125,-70.6765089929433,
PB1563,,PB1563-Parada 4 / Norte Sur - Dorsal,-33.402110411197,-70.6817093868196,
PB21,,PB21-Senador Jaime Guzmán / Esq. Camino Lo Ruiz,-33.4027531622601,-70.6856430674341,
PB22,,PB22-Senador Jaime Guzmán / Esq. Colón,-33.4004069220099,-70.6932261579828,
PB23,,PB23-Senador Jaime Guzmán / Esq. Apóstol Santiago,-33.3999753533178,-70.6964927659865,
PB24,,PB24-Senador Jaime Guzmán / Esq. Caupolicán,-33.4019131467683,-70.7011785129742,
PB108,,PB108-Parada 3 / Plaza Renca,-33.4051627233577,-70.7039772651395,
PJ1,,PJ1-Lo Espinoza / Esq. Samuel Izquierdo,-33.4095250638335,-70.7074313442414,
PJ2,,PJ2-Lo Espinoza / Esq. Carmen Lidia,-33.4121257051277,-70.7062682061016,
PJ3,,PJ3-Lo Espinoza / Esq. Calle 7,-33.4158425254874,-70.7046654886272,
PJ4,,PJ4-Lo Espinoza / Esq. Pasaje Antártica,-33.4182940723721,-70.7035874620203,
PJ5,,PJ5-Parada 1 / Escuela Lo Franco,-33.4207572859795,-70.7021192246641,
PJ6,,PJ6-Parada / Escuela Diego Portales,-33.4216881419684,-70.7021062059313,
PJ7,,PJ7-Radal / Esq. Salvador Gutiérrez,-33.4244528636425,-70.7029119302328,
PJ8,,PJ8-Radal / Esq. Avenida Mapocho,-33.4282005573475,-70.703979986222,
PJ9,,PJ9-Sergio Valdovinos / Esq. Cónsul Poinsett,-33.4289713542882,-70.7066182689212,
PJ10,,PJ10-Parada 1 / Las Rejas - José J. Pérez,-33.4318720962767,-70.7071708933086,
PJ11,,PJ11-Sergio Valdovinos / Esq. Vicuña Rozas,-33.4359810554852,-70.7071502652584,
PJ12,,PJ12-Sergio Valdovinos / Esq. 9 De Julio,-33.4385443766685,-70.7071241059163,
PJ13,,PJ13-Parada 7 / (M) Blanqueado,-33.4413234395457,-70.7074098199926,
PJ14,,PJ14-Avenida Las Rejas / Esq. Santa Laura,-33.4438209289473,-70.7073834595053,
PJ15,,PJ15-Avenida Las Rejas / Esq. Avenida Portales,-33.4457717688157,-70.7073679027544,
PJ1582,,PJ1582-Av. Las Rejas -Norte / Esq. Ciudadela,-33.4477206894594,-70.7072952943429,
PJ16,,PJ16-Avenida Las Rejas / Esq. Avenida Dorsal,-33.4491688881697,-70.7071074451444,
PJ17,,PJ17-Avenida Las Rejas / Esq. Perú,-33.4517934782793,-70.7064961817114,
PJ18,,PJ18-Parada 11 / (M) Las Rejas,-33.4567895585762,-70.7057086309815,
PI50,,PI50-Avenida Las Rejas / Esq. Colu,-33.471270740721,-70.7044084147932,
PI51,,PI51-Avenida Las Rejas / Esq. Mailef,-33.4756286204034,-70.7032056603152,
PI53,,PI53-Suiza / Esq. Cam. Melipilla,-33.4825393239921,-70.6972895016038,
PI1375,,PI1375-Parada 3 / (M) Cerrillos,-33.4838503323667,-70.6946740579949,
PI55,,PI55-Av. Departamental / Esq. Avenida 7,-33.4846568566337,-70.6916860361291,
PI56,,PI56-Av. Departamental / Esq. Av. Gral. Velásquez,-33.4847294637701,-70.6884168075582,
PH2,,PH2-Av. Departamental / Esq. Haití,-33.4879985314867,-70.6843807702332,
PH3,,PH3-Av. Departamental / Esq. Ranquil,-33.4915384536914,-70.6801796076101,
PH4,,PH4-Av. Departamental / Esq. Av. Clotario Blest,-33.4939302389352,-70.6768428822529,
PH5,,PH5-Av. Departamental / Esq. Félix Mendelssohn,-33.496033483679,-70.67402999305,
PH6,,PH6-Av. Departamental / Esq. Club Hípico ,-33.4974695437642,-70.6720684818143,
PH1454,,PH1454-Av. Departamental / Esq. Alcibiades,-33.4992287708936,-70.6697471352058,
PH11,,PH11-Parada 4 / (M) Departamental,-33.5034137917884,-70.6556785233037,
PH12,,PH12-Av. Departamental / Esq. Departamental Int.,-33.5044608725969,-70.6513548894783,
PH13,,PH13-Av. Departamental / Esq. Miguel Luis Cerda,-33.505087645821,-70.648514114894,
PH14,,PH14-Av. Departamental / Esq. San Mauricio,-33.5058055884729,-70.6453230106169,
PH15,,PH15-Av. Departamental / Esq. Río De Janeiro,-33.5067275674457,-70.6410893430603,
PH16,,PH16-Parada 6 / Departamental - Santa Rosa,-33.507124291514,-70.6394626898925,
PE874,,PE874-Av. Departamental / Esq. Av. A. Vespucio,-33.510389086047,-70.5907476547075,
PE36,,PE36-Parada / Escuela Sn.Valentín,-33.5105734723108,-70.5795945877322,
PE1284,,PE1284-Av. Departamental / Esq. Punitaqui,-33.5109372654458,-70.5749687145894,
PE1286,,PE1286-Av. Departamental / Esq. Volcán Llaima,-33.5113175904487,-70.5711580662411,
PE1285,,PE1285-Av. Departamental / Esq. Volcán Calbuco,-33.5115707389317,-70.5680513253247,
PE1413,,PE1413-Av. Departamental / Esq. Avenida Tobalaba,-33.5113567076554,-70.5642277634528,
PD1409,,PD1409-Avenida Tobalaba / Esq. Jorge Prieto L.,-33.5101197402099,-70.5607012857794,
PD618,,PD618-Avenida Tobalaba / Esq. Av. Sn. Luis De Macul,-33.5084323438558,-70.5608496932393,
PD1452,,PD1452-Avenida Las Torres / Esq. Nueva 1,-33.5050749278222,-70.5619132760361,
PD620,,PD620-Avenida Las Torres / Esq. Los Verduleros,-33.5045219706916,-70.5644223378055,
PD614,,PD614-Avenida Las Torres / Esq. Avenida Tobalaba,-33.5053643992891,-70.5612714975044,
PD462,,PD462-Avenida Tobalaba / Esq. Petatones A,-33.5069176794415,-70.5610313408609,
PD463,,PD463-Avenida Tobalaba / Esq. Av. Sn. Luis De Macul,-33.508373390466,-70.5609476765131,
PD137,,PD137-Avenida Tobalaba / Esq. Av. Ramón Carnicer,-33.5103740454772,-70.5607736760214,
PD138,,PD138-Avenida Tobalaba / Esq. Av. Departamental,-33.5113041476211,-70.5606773380816,
PD169,,PD169-Av. Departamental / Esq. Gabriela Mistral,-33.5113903438803,-70.5634930651729,
PD171,,PD171-Av. Departamental / Esq. Caupolicán,-33.5115358702339,-70.5677427942491,
PD172,,PD172-Av. Departamental / Esq. Los Boteros,-33.5113386858416,-70.5705620237988,
PD170,,PD170-Av. Departamental / Esq. Los Torneros,-33.5108135785639,-70.5753335835405,
PD145,,PD145-Parada / Escuela Sn.Valentín,-33.5104923074596,-70.5800183557663,
PD1443,,PD1443-Av. Departamental / Esq. Nueva 1,-33.5104306657952,-70.5897579786305,
PH28,,PH28-Parada / Infocap,-33.5069933315084,-70.6351165031777,
PH29,,PH29-Parada 2 / Departamental - Santa Rosa,-33.5069831742527,-70.6378614119662,
PH30,,PH30-Av. Departamental / Esq. Montreal,-33.5063740021848,-70.6416370660439,
PH31,,PH31-Av. Departamental / Esq. Montreal,-33.5058075909753,-70.6444941486001,
PH32,,PH32-Av. Departamental / Esq. San Francisco,-33.5047967482908,-70.6489585670478,
PH33,,PH33-Av. Departamental / Esq. Chiloé,-33.5041697605074,-70.6516120186071,
PH1453,,PH1453-Av. Departamental / Esq. Alcibiades,-33.4991830891863,-70.6693899675302,
PH39,,PH39-Av. Departamental / Esq. Club Hípico ,-33.4976709448958,-70.6715793694964,
PH40,,PH40-Av. Departamental / Esq. Félix Mendelssohn,-33.4961107645168,-70.6735837120796,
PH41,,PH41-Av. Departamental / Esq. Av. Clotario Blest,-33.4940859446521,-70.676200079705,
PH42,,PH42-Av. Departamental / Esq. Ranquil,-33.4919119068908,-70.6790427006245,
PH43,,PH43-Av. Departamental / Esq. Haití,-33.488459134459,-70.6834694785746,
PH44,,PH44-Av. Departamental / Esq. Avenida Cerrillos,-33.4858453781605,-70.6868025858525,
PI57,,PI57-Av. Departamental / Esq. Avenida 7,-33.4843722967848,-70.6889490611189,
PI61,,PI61-Avenida Las Rejas / Esq. Mailef,-33.4763062967981,-70.7029133068752,
PI62,,PI62-Avenida Las Rejas / Esq. Quenac,-33.4726062132798,-70.7040235084493,
PI47,,PI47-Avenida Las Rejas / Esq. Embajador Quintana,-33.4522777808155,-70.7062324124107,
PI48,,PI48-Avenida Las Rejas / Esq. Avenida Dorsal,-33.4497042225483,-70.7069361282624,
PJ19,,PJ19-Avenida Las Rejas / Esq. Nueva Imperial,-33.4467192964008,-70.7072573821184,
PJ20,,PJ20-Avenida Las Rejas / Esq. Catedral,-33.4441512778292,-70.7072974213559,
PJ21,,PJ21-Parada 4 / (M) Blanqueado,-33.4416746314087,-70.7072510457038,
PJ22,,PJ22-Sergio Valdovinos / Esq. Manso De Velasco,-33.4387130772331,-70.7070542664041,
PJ23,,PJ23-Sergio Valdovinos / Esq. Vicuña Rozas,-33.4363989458663,-70.7070594935298,
PJ24,,PJ24-Parada 3 / Las Rejas - José J. Pérez,-33.4333898317388,-70.7071070426193,
PJ25,,PJ25-Sergio Valdovinos / Esq. Cónsul Poinsett,-33.429424816248,-70.7066292970318,
PJ26,,PJ26-Radal / Esq. Padre Tadeo,-33.4276427658234,-70.7037518305285,
PJ27,,PJ27-Radal / Esq. Salvador Gutiérrez,-33.4249312014055,-70.7029503102671,
PJ28,,PJ28-Parada 4 / Escuela Lo Franco,-33.4209940444317,-70.7018216493899,
PJ29,,PJ29-Lo Espinoza / Esq. Oscar Chanks,-33.4179097931799,-70.7036606104069,
PJ30,,PJ30-Lo Espinoza / Esq. Los Sauces,-33.4151092151562,-70.7048716058042,
PJ31,,PJ31-Lo Espinoza / Esq. Platón,-33.4115599689468,-70.7064205886401,
PJ32,,PJ32-Lo Espinoza / Esq. Samuel Izquierdo,-33.4097642845439,-70.7072177416732,
PB25,,PB25-Parada 2 / Plaza Renca,-33.4048646716411,-70.7036166180967,
PB26,,PB26-Senador Jaime Guzmán / Esq. Caupolicán,-33.4028951901853,-70.7023631831,
PB27,,PB27-Senador Jaime Guzmán / Esq. Apóstol Santiago,-33.4007867223197,-70.6987502958374,
PB28,,PB28-Senador Jaime Guzmán / Esq. Colón,-33.4001907076118,-70.6947927969654,
PB29,,PB29-Senador Jaime Guzmán / Esq. Camino Lo Ruiz,-33.4025014118621,-70.6872434891191,
PB31,,PB31-Parada 3 / Norte Sur - Dorsal,-33.4031849347582,-70.6825397319111,
PB32,,PB32-14 De La Fama / Esq. B. De Juras Reales,-33.4014505859731,-70.6768959224772,
PB1586,,PB1586-14 De La Fama / Esq. Av. Fermín Vivaceta,-33.3998802677052,-70.672576867534,
PB35,,PB35-Parada 3 / Dorsal - Independencia,-33.3982899388334,-70.6699326810541,
PB36,,PB36-Avenida Dorsal / Esq. Pasaje Barnechea,-33.3971997382359,-70.6662402001752,
PB37,,PB37-Avenida Dorsal / Esq. Francisco Hinojosa,-33.3965879778367,-70.6623698478189,
PB38,,PB38-Avenida Dorsal / Esq. Av. El Guanaco,-33.3959179110864,-70.6579952772839,
PB40,,PB40-Avenida Dorsal / Esq. Diag. José M. Caro,-33.3954801102642,-70.6537746130514,
PB43,,PB43-Avenida Dorsal / Esq. Rubén Darío,-33.396218374416,-70.64526383263,
PB44,,PB44-Parada 3 / (M) Dorsal,-33.3968808326268,-70.6434582453861,
PB45,,PB45-Pedro Donoso / Esq.  América,-33.3972418627273,-70.6415308447073,
PB46,,PB46-Pedro Donoso / Esq.  María Del Pilar,-33.398156769945,-70.6378849681342,
PB47,,PB47-Pedro Donoso / Esq. Gac Ovalle,-33.3987764911034,-70.635209742442,
PB1878,,PB1878-Pedro Donoso / Esq.  Sofía,-33.400460471961,-70.6306737629946,
PB109,,PB109-El Salto / Esq. Duque De Kent,-33.3987838186415,-70.6281470671261,
PB110,,PB110-Parada 2 / Plaza El Salto,-33.3971166957152,-70.6269515788894,
PB113,,PB113-Avenida Del Valle / Esq. Av. Santa Clara,-33.3933186231262,-70.6192045249308,
PB1575,,PB1575-Parada / Est. Intermodal Vespucio Norte,-33.3803433338122,-70.6475768447924,
PB133,,PB133-Premio Nobel / Esq. Cam. Bosque De Stgo.,-33.3746484774476,-70.6348224710569,
PB134,,PB134-Cam. Bosque De Stgo. / Esq. Rep. Estados Unidos,-33.3749114537487,-70.633686946143,
PB135,,PB135-Cam. Bosque De Stgo. / Esq. Rep. De Noruega,-33.3758845384193,-70.6313586569325,
PB136,,PB136-Cam. Bosque De Stgo. / Esq. Slave,-33.3767641819307,-70.6289318314692,
PB137,,PB137-Cam. Bosque De Stgo. / Esq. Av.Pdte. S.Allende,-33.3773128847867,-70.6273920441155,
PB1695,,PB1695-Cam. Bosque De Stgo. / Esq. Los Retamos,-33.3784369139742,-70.623859287506,
PB138,,PB138-Cam. Bosque De Stgo. / Esq. El Pellín,-33.3800286168474,-70.622347409414,
PB139,,PB139-Cam. Bosque De Stgo. / Esq. Avenida El Salto,-33.3811008827901,-70.6207634898989,
PB141,,PB141-Rinconada El Salto / Esq. Av. Del Parque,-33.3841981138051,-70.615420187509,
PB142,,PB142-Avenida Del Parque / Esq. Los Jardines,-33.3853975286657,-70.6149381941066,
PC340,,PC340-Av. Los Conquistadores / Esq. Padre Letelier,-33.417219227815,-70.6133870831022,
PC341,,PC341-Av. Los Conquistadores / Esq. Av. Pedro De Valdivia,-33.4189942157482,-70.6153804194302,
PC370,,PC370-Parada 1 / (M) Pedro De Valdivia,-33.4253106257814,-70.6131689624629,
