stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
PG981,,PG981-Eucaliptus / Esq. Zenon Torrealba,-33.6101802369263,-70.6993445171944,
PG982,,PG982-Eucaliptus / Esq. Portales -Oriente,-33.6116054715784,-70.6954439214644,
PG1776,,PG1776-Los Canelos / Esq. Isla Quiriquina,-33.6171312382418,-70.6960662905437,
PG986,,PG986-Los Canelos / Esq. Los Suspiros,-33.6182544911549,-70.6901082180372,
PG987,,PG987-Los Suspiros / Esq. Avenida Central,-33.6198925315746,-70.6903439278839,
PG1440,,PG1440-Los Suspiros / Esq. Los Viñedos,-33.6225111504994,-70.6912800579309,
PG1582,,PG1582-Los Suspiros / Esq. Rinconada De Nos,-33.6241345058308,-70.6922582286303,
PG1452,,PG1452-Rinconada De Nos / Esq.  Pedro Videla,-33.6241046421592,-70.6958156458406,
PG1453,,PG1453-Rinconada De Nos / Esq. Portales -Oriente,-33.6226724658696,-70.6998916021622,
PG1940,,PG1940-General Urrutia / Esq. El Topacio,-33.617859132723,-70.7007768536763,
PG1790,,PG1790-Mall Plaza Sur / Esq. Avenida Portales,-33.6319353655465,-70.7063208886507,
PG925,,PG925-Central / Esq. Los Alerces,-33.6191870280967,-70.6949058031533,
PG926,,PG926-Central / Esq. Los Suspiros,-33.6200100667527,-70.6906512700157,
PG1904,,PG1904-Miguel De La Barra / Esq. La Unión,-33.614994203644,-70.6910523424267,
PG1905,,PG1905-Almirante Riveros / Esq. Robert Schumann,-33.6132823572887,-70.6909380665833,
PG1906,,PG1906-Almirante Riveros / Esq. Portales -Oriente,-33.6116374602968,-70.6946900893693,
PG530,,PG530-Avenida Colón / Esq. Victoria,-33.5905226016424,-70.7019210209721,
PG531,,PG531-Avenida Colón / Esq. Cosme González,-33.5918447607604,-70.6964040722582,
PG533,,PG533-Avenida Colón / Esq. Sancho De La Hoz,-33.5931249343562,-70.6911695308098,
PG936,,PG936-P. Sancho De La Hoz / Esq. Gabriela Mistral,-33.5911656666062,-70.689430923207,
PG937,,PG937-P. Sancho De La Hoz / Esq. Av. J.M. Balmaceda,-33.589669722134,-70.6883651758584,
PG938,,PG938-P. Sancho De La Hoz / Esq. Santa Marta,-33.5875956588418,-70.6870393069109,
PG1447,,PG1447-P. Sancho De La Hoz / Esq. Bartolomé Díaz,-33.5852107753034,-70.6856902179597,
PG1448,,PG1448-P. Sancho De La Hoz / Esq. Calderón De La Barca,-33.5832597245032,-70.6845996045808,
PG1371,,PG1371-Calderón De La Barca / Esq. Diego García,-33.584097443698,-70.6818231176767,
PG1372,,PG1372-Calderón De La Barca / Esq. Av. Padre Hurtado,-33.5856132768476,-70.6779165103687,
PG374,,PG374-Parada / Hospital El Pino,-33.5837369578578,-70.6769621926649,
PG996,,PG996-Avenida Lo Blanco / Esq. Peñablanca ,-33.5832595179669,-70.6734652529065,
PG997,,PG997-Avenida Lo Blanco / Esq. Las Quintas,-33.5838018724146,-70.670638782738,
PG998,,PG998-Avenida Lo Blanco / Esq. Océano Atlántico,-33.5844805734594,-70.6671932018938,
PG999,,PG999-Avenida Lo Blanco / Esq. San Francisco,-33.5852228650936,-70.6635720796923,
PG1000,,PG1000-Avenida Lo Blanco / Esq. General Silva,-33.5848420408326,-70.664529106064,
PG1001,,PG1001-Avenida Lo Blanco / Esq. Pablo Vi,-33.5844444459973,-70.666528788261,
PG1002,,PG1002-Avenida Lo Blanco / Esq. Las Quintas,-33.5836896912543,-70.670331700507,
PG1439,,PG1439-Avenida Lo Blanco / Esq. Peñablanca,-33.5831148583141,-70.6731596970465,
PG357,,PG357-Parada / Hospital El Pino,-33.5840595962514,-70.6772431873608,
PG1004,,PG1004-Calderón De La Barca / Esq. Juan De La Peña,-33.5853340280022,-70.6782257261467,
PG1005,,PG1005-Calderón De La Barca / Esq. Diego García,-33.5841244317567,-70.6812978417804,
PG1006,,PG1006-Calderón De La Barca / Esq. Sancho De La Hoz,-33.5830394846843,-70.6840188912101,
PB1532,,PB1532-P. Sancho De La Hoz / Esq. Bartolomé Díaz,-33.5847991734624,-70.6856520429543,
PB1533,,PB1533-P. Sancho De La Hoz / Esq. Santa Marta,-33.5871358883358,-70.6869624739126,
PG1444,,PG1444-P. Sancho De La Hoz / Esq. Av. J.M. Balmaceda,-33.5892208451862,-70.6882831581555,
PG1445,,PG1445-P. Sancho De La Hoz / Esq. Gabriela Mistral,-33.5908064015089,-70.6893905143913,
PG1446,,PG1446-P. Sancho De La Hoz / Esq. Av. Colón -Norte,-33.5926185537401,-70.690676898601,
PG972,,PG972-Avenida Colón / Esq. San Martín,-33.592230509115,-70.6936595465656,
PG524,,PG524-Avenida Colón / Esq. Demóstenes Rivera,-33.5914949080349,-70.6967948370852,
PG525,,PG525-Avenida Colón / Esq. Bulnes,-33.5905550923002,-70.6999540819465,
PG973,,PG973-Avenida Colón / Esq. Freire,-33.590030428176,-70.7021678051654,
PG1907,,PG1907-Almirante Riveros / Esq. M. De La Barra,-33.6134390603449,-70.6907557421156,
PG1908,,PG1908-Miguel De La Barra / Esq. Ginko,-33.6148102571222,-70.6910509047356,
PG988,,PG988-Central / Esq. Los Alerces,-33.6191901352625,-70.6944165009745,
PG989,,PG989-Central / Esq. Portales -Oriente,-33.6184662625993,-70.698139349527,
PG1927,,PG1927-Santa Mercedes / Esq. Todos Los Santos,-33.5919622754959,-70.6714394177369,
PG1926,,PG1926-Santa Mercedes / Esq. Bombero L. Tapia,-33.5944872894652,-70.6722413666486,
PG1017,,PG1017-Av.José M. Balmaceda / Esq. Santa Mercedes,-33.5951130744681,-70.6730454797596,
PG1923,,PG1923-Santa Mercedes / Esq. Los Pirineos,-33.5966542373161,-70.6737789273721,
PG1921,,PG1921-Santa Mercedes / Esq. Ernesto Riquelme,-33.5987847914959,-70.6744074107916,
PG1919,,PG1919-Santa Mercedes / Esq. Carlos Condell,-33.6004710202155,-70.674949742728,
PG1782,,PG1782-Condell / Esq. Cirujano Videla,-33.5996106264719,-70.6782113222524,
PG1781,,PG1781-Condell / Esq. Av. Padre A. Hurtado,-33.5988561153391,-70.680644028851,
PG1023,,PG1023-Condell / Esq. Ducaud,-33.5982459759988,-70.6837950460522,
PG1025,,PG1025-Condell / Esq. Aron,-33.5965804640688,-70.6894675509092,
PG1026,,PG1026-Condell / Esq. José Besa,-33.5959763006827,-70.6915075257843,
PG1027,,PG1027-Condell / Esq. San Martín,-33.5952062373359,-70.6940690163784,
PG1937,,PG1937-Abraham Prado Marín / Esq. Bernardo O'Higgins,-33.5935465342964,-70.6955440861669,
PG526,,PG526-Avenida Colón / Esq. José Joaquín Pérez,-33.5911081473286,-70.6994768066497,
PG745,,PG745-Maipú / Esq. Av. Colón -Sur,-33.589715039317,-70.7070524855415,
PG1221,,PG1221-Central / Esq. Llacolén,-33.5875278430708,-70.7098162718719,
PG1222,,PG1222-Central / Esq. Av. Balmaceda,-33.5848206923061,-70.709422382395,
PG1780,,PG1780-Central / Esq. Lircay,-33.58195915132,-70.7106707052814,
PG1224,,PG1224-Domeyko / Esq. Nieto De Gaete,-33.5789452528346,-70.7108730297699,
PG1225,,PG1225-Nacimiento / Esq. Francisco Miranda,-33.5767666495952,-70.7103419887253,
PG1226,,PG1226-Francisco Miranda / Esq. Avenida Lo Blanco,-33.574181321403,-70.7113101378875,
PG1227,,PG1227-Camino Los Pinos / Esq. Los Jardines,-33.570505064028,-70.7093286360275,
PG1228,,PG1228-Camino Los Pinos / Esq. Catalpa,-33.5700626454168,-70.7032279079531,
PG1229,,PG1229-Camino Los Pinos / Esq. Ochagavía,-33.5698139125018,-70.6997444984416,
PG1039,,PG1039-Ochagavía / Esq. Garces Gana,-33.5680701241322,-70.6985425744854,
PG1040,,PG1040-Ochagavía / Esq. Camino La Vara,-33.5666766519253,-70.6979001793962,
PG1041,,PG1041-Camino La Vara / Esq. Toconao,-33.5667377896537,-70.7012580501878,
PG1042,,PG1042-Philippe Cousteau / Esq. Miguel De Unamuno,-33.5638902814009,-70.701754799542,
PG1791,,PG1791-Miguel De Unamuno / Esq. Claudio Gay,-33.5633305904249,-70.7034985689982,
PG1043,,PG1043-Miguel De Unamuno / Esq. Arturo Gordon,-33.5629943662401,-70.7061030750548,
PG1044,,PG1044-Arturo Gordon / Esq. Cam. Las Acacias,-33.5600457873636,-70.7057542492284,
PG1045,,PG1045-Las Acacias / Esq. Camilo Mori,-33.5594156108956,-70.7072433986481,
PG1046,,PG1046-Las Acacias / Esq. El Nocedal,-33.5586149339107,-70.7130355520619,
PG1047,,PG1047-Las Acacias / Esq. Avenida De Chena,-33.5578963252875,-70.7168613121149,
PG1049,,PG1049-Chena / Esq. Avenida Puerta -Sur,-33.5520467965716,-70.714945811193,
PG1703,,PG1703-Parada / Empresa Sargent,-33.5397612712564,-70.7040105286253,
PG1705,,PG1705-Santa Margarita / Esq. Avenida Lo Espejo,-33.5376839880304,-70.7020776849245,
PG1706,,PG1706-Santa Margarita / Esq. Avenida Lo Espejo,-33.5343975776916,-70.698947508615,
PH236,,PH236-Maipú / Esq. Centenario,-33.5330602575715,-70.6976302360423,
PH794,,PH794-Maipú Esq. / Balmaceda,-33.5312854604573,-70.6967136425061,
PH662,,PH662-Maipú Esq. / 9 De Enero,-33.5290796730803,-70.6955280937685,
PH616,,PH616-Augusto D`Halmar Esq. / Mariano Latorre,-33.5266735496467,-70.7007894541053,
PG1635,,PG1635-Parada / Santa Margarita Altura Del 2,-33.5356702051577,-70.7003120138818,
PG1707,,PG1707-Santa Margarita / Esq. Lago Llanquihue,-33.537751567767,-70.7022782321228,
PG1704,,PG1704-Parada / Empresa Sargent,-33.5399582676955,-70.7043083902827,
PG1634,,PG1634-Santa Margarita / Esq. Calle Nueva,-33.5426057121493,-70.706810400111,
PG1051,,PG1051-Chena / Esq. Santa Alejandra,-33.5549251741257,-70.7167766663731,
PG1053,,PG1053-Las Acacias / Esq. El Vergel,-33.5586589486304,-70.713568525726,
PG1054,,PG1054-Las Acacias / Esq. Camilo Mori,-33.559476047569,-70.7080255189569,
PG1055,,PG1055-Las Acacias / Esq. Arturo Gordon,-33.5597809375394,-70.7061260438815,
PG1056,,PG1056-Arturo Gordon / Esq. Miguel De Unamuno,-33.5626685365278,-70.7064499830445,
PG1792,,PG1792-Miguel De Unamuno / Esq. Pasaje Cormoranes,-33.5632446729971,-70.704497594495,
PG1057,,PG1057-Miguel De Unamuno / Esq. Phillipe Cousteau,-33.5636344201626,-70.7019986124076,
PG1058,,PG1058-Philippe Cousteau / Esq. Camino La Vara,-33.5665162092479,-70.7016975242666,
PG1059,,PG1059-Camino La Vara / Esq. Ochagavía,-33.5666125177625,-70.6982360989024,
PG1060,,PG1060-Ochagavía / Esq. Camino Los Pinos,-33.5695617101697,-70.6993291137795,
PG1061,,PG1061-Ochagavía / Esq. Avenida Lo Blanco,-33.5727691783868,-70.7007881723756,
PG1063,,PG1063-Polpaico / Esq. Paine,-33.5737731496979,-70.7039762794246,
PG1197,,PG1197-Nacimiento / Esq. Lirquén,-33.5761518402742,-70.7058900862932,
PG1198,,PG1198-Nacimiento / Esq. La Trilla,-33.5757264097863,-70.7077024336127,
PG1199,,PG1199-Nacimiento / Esq. L. Todos Los Santos,-33.5771501520312,-70.7116273099908,
PG1200,,PG1200-Domeyko / Esq. Yerbas Buenas,-33.579662762998,-70.7105704369852,
PG1201,,PG1201-Lircay / Esq. Avenida Central,-33.5818262492875,-70.7108253860144,
PG1202,,PG1202-Central / Esq. Cancha Rayada,-33.5839510241707,-70.7096422678562,
PG1203,,PG1203-Central / Esq. Avenida Colón,-33.5879946339654,-70.7102316999256,
PG1071,,PG1071-Avenida Colón / Esq. Maipú,-33.5892625525174,-70.7071674856299,
PG1938,,PG1938-Baquedano / Esq. Carlos Condell,-33.5939304697663,-70.6973996448638,
PG1073,,PG1073-Condell / Esq. Laguna San Rafael,-33.5958150602024,-70.6923502945827,
PG1074,,PG1074-Condell / Esq. Carirriñe,-33.5967497095405,-70.6892251557904,
PG1075,,PG1075-Condell / Esq. Martín De Solis,-33.5973189187886,-70.6872986931055,
PG368,,PG368-Condell / Esq. Av. Padre Hurtado,-33.5990504858074,-70.6813374924425,
PG1077,,PG1077-Condell / Esq. Cirujano Videla,-33.5996481256341,-70.6785709069713,
PG1078,,PG1078-Condell / Esq. Edgardo Garrido M.,-33.6005228969188,-70.6755132863882,
PG1920,,PG1920-Santa Mercedes / Esq. Ernesto Riquelme,-33.5991351786538,-70.6744378922856,
PG1922,,PG1922-Santa Mercedes / Esq. Los Pirineos,-33.5970174073106,-70.6737977983653,
PG1924,,PG1924-Santa Mercedes / Esq. Av. Balmaceda,-33.5955218298818,-70.6734273016622,
PG1925,,PG1925-Santa Mercedes / Esq. B. Benjamín Lazo,-33.5945306837506,-70.6721667729842,
PG1928,,PG1928-Santa Mercedes / Esq. Juan Pablo Ii,-33.591204063844,-70.6712243670506,
PG1929,,PG1929-Santa Mercedes / Esq. Santa Teresa,-33.5897298874244,-70.6711377470664,
PG626,,PG626-Tte. Montt Salamanca / Esq. Río Loa,-33.5760934060744,-70.6575683411259,
PG627,,PG627-Tte. Montt Salamanca / Esq. Lo Martínez,-33.5744483104652,-70.6572470834924,
PG149,,PG149-Lo Martínez / Esq. Av. San Francisco,-33.5737701851231,-70.6597981772265,
PG1086,,PG1086-Violeta Parra / Esq. Los Almendros,-33.5606000622358,-70.6446273031326,
PG1087,,PG1087-Violeta Parra / Esq. Santa Pilar,-33.5608962393772,-70.6407303039322,
PG1088,,PG1088-Violeta Parra / Esq. P. Aguirre Cerda,-33.5610023352282,-70.6383065022203,
PG1089,,PG1089-Violeta Parra / Esq. El Bosque,-33.5611974293981,-70.6347414807648,
PG1090,,PG1090-El Bosque / Esq. Venancia Leiva,-33.5582277659589,-70.6341954184848,
PG1091,,PG1091-Galvarino / Esq. Sgto. Candelaria,-33.556671262458,-70.6326236536461,
PG1092,,PG1092-Galvarino / Esq. Esperanza,-33.5543594389538,-70.6328645065485,
PG1349,,PG1349-Caupolicán / Esq. Riquelme,-33.5519703128502,-70.6333591596932,
PG1350,,PG1350-Riquelme / Esq. La Corbeta,-33.5510677314114,-70.634850051004,
PG1351,,PG1351-Riquelme / Esq. P. Aguirre Cerda,-33.5507442413375,-70.6363981440645,
PG1352,,PG1352-Pedro Aguirre Cerda / Esq. Alpatacal,-33.5490273854782,-70.6365876389144,
PG1353,,PG1353-Pedro Aguirre Cerda / Esq. Vicuña Mackenna,-33.5473202540629,-70.6366556089666,
PG1354,,PG1354-Pedro Aguirre Cerda / Esq. Los Franciscanos,-33.545043132642,-70.6367268302844,
PG1355,,PG1355-Pedro Aguirre Cerda / Esq. Av. A. Vespucio,-33.5424884132635,-70.636649581712,
PG1772,,PG1772-Av. Américo Vespucio / Esq. Juan L. Sanfuentes,-33.5406156158051,-70.6457336827391,
PG1775,,PG1775-Juan Luis Sanfuentes / Esq. Bolivia,-33.538937139452,-70.6454100233182,
PG1098,,PG1098-Juan Luis Sanfuentes / Esq. Ecuador,-33.5376202269997,-70.6450232309297,
PG1099,,PG1099-Juan Luis Sanfuentes / Esq. Paraguay,-33.5344991390807,-70.6441349257983,
PG1100,,PG1100-Juan Luis Sanfuentes / Esq. Uruguay,-33.5330986304529,-70.6437272099988,
PG1101,,PG1101-Juan Luis Sanfuentes / Esq. Argentina,-33.531691594074,-70.6433355370081,
PG1102,,PG1102-Juan Luis Sanfuentes / Esq. Avenida El Parrón,-33.5296260938585,-70.6427505205382,
PG1103,,PG1103-Rivadavia / Esq. Elías Fernández A.,-33.5277146770991,-70.6414954686706,
PG1104,,PG1104-Rivadavia / Esq. Santa Ana,-33.5249538530921,-70.6409113889847,
PG1105,,PG1105-Rivadavia / Esq. Parroquia,-33.5220868601724,-70.6401724546686,
PG1106,,PG1106-Rivadavia / Esq. Avenida Lo Ovalle,-33.5186146438454,-70.6393047978489,
PG1107,,PG1107-Ciencias / Esq. Briones Luco,-33.514787069967,-70.6628360410713,
PG425,,PG425-Ciencias / Esq. Sergio Ceppi,-33.5164344734862,-70.6632540738013,
PG1585,,PG1585-Parada / Est. Intermodal Lo Ovalle,-33.5173099276599,-70.6589718380891,
PG1674,,PG1674-Parada / Paradero 18 Gran Avenida,-33.5162293504179,-70.6586508301371,
PG447,,PG447-Sergio Ceppi / Esq. Colón,-33.5155932617427,-70.6669921123845,
PG448,,PG448-Sergio Ceppi / Esq. Nueva 1,-33.5148065049789,-70.6696276085207,
PG1109,,PG1109-Rivadavia / Esq. Mirador,-33.5195370572356,-70.6396559680593,
PG1110,,PG1110-Rivadavia / Esq. Parroquia,-33.5217594399154,-70.6401770399169,
PG1111,,PG1111-Rivadavia / Esq. Santa Ana,-33.5246693219147,-70.6408780191093,
PG1112,,PG1112-Rivadavia / Esq. Elías Fernández A.,-33.5271791471975,-70.6414842708677,
PG1113,,PG1113-Rivadavia / Esq. Avenida El Parrón,-33.5292213377361,-70.6427385574339,
PG1114,,PG1114-Juan Luis Sanfuentes / Esq. Argentina,-33.5312741587738,-70.6433276377828,
PG1115,,PG1115-Juan Luis Sanfuentes / Esq. Uruguay,-33.5326847730624,-70.6437215298459,
PG1116,,PG1116-Juan Luis Sanfuentes / Esq. Paraguay,-33.5341717769945,-70.6441351884313,
PG1117,,PG1117-Juan Luis Sanfuentes / Esq. Ecuador,-33.5370502531656,-70.6449575107792,
PG1118,,PG1118-Juan Luis Sanfuentes / Esq. Bolivia,-33.5384842289958,-70.6453572867623,
PG1119,,PG1119-Bolivia / Esq. Carlos Dávila,-33.539161057537,-70.6427446138934,
PG397,,PG397-Avenida Ossa / Esq. Av. La Bandera,-33.5423562238583,-70.6443020340711,
PG1624,,PG1624-Parada 3 / Paradero 26 Santa Rosa,-33.5446859125734,-70.6340071873181,
PG498,,PG498-Los Franciscanos / Esq. Monte Albenia,-33.5450126074505,-70.6342621203385,
PG497,,PG497-Los Franciscanos / Esq. P. Aguirre Cerda,-33.5447699180923,-70.6363835070867,
PG1356,,PG1356-Pedro Aguirre Cerda / Esq. Vicuña Mackenna,-33.546864142855,-70.6367762484161,
PG1357,,PG1357-Pedro Aguirre Cerda / Esq. Alpatacal,-33.5485787436563,-70.6366890351109,
PG1358,,PG1358-Pedro Aguirre Cerda / Esq. Riquelme,-33.5505068922113,-70.6366155406263,
PG1359,,PG1359-Riquelme / Esq. El Acorazado,-33.5512925690492,-70.6342145132271,
PG500,,PG500-Caupolicán / Esq. Esperanza,-33.5535416010039,-70.6338120328133,
PG1621,,PG1621-Esperanza / Esq. Av. Santa Rosa,-33.5540615048178,-70.6324119054323,
PG1623,,PG1623-Parada 1 / Sgto.Candelaria - Santa Rosa,-33.5559478348208,-70.631680487407,
PG1128,,PG1128-El Bosque / Esq. Violeta Parra,-33.5609204862843,-70.6345434465117,
PG163,,PG163-Lo Martínez / Esq. Montt Salamanca,-33.5742174675186,-70.6574473656408,
PG579,,PG579-Tte. Montt Salamanca / Esq. Río Loa,-33.5757045526988,-70.6575813762715,
PG580,,PG580-Tte. Montt Salamanca / Esq. Bernardino Parada,-33.5774278236856,-70.6579235338378,
PG445,,PG445-Paulina / Esq. Locarno,-33.5186067643234,-70.6609184178686,
PG446,,PG446-Carvajal / Esq. Ciencias,-33.515598151634,-70.6627428243761,
PG1592,,PG1592-Quellón / Esq. Locarno,-33.5158475446334,-70.6715381429912,
PG1165,,PG1165-Locarno / Esq. Berna,-33.5165953672654,-70.6696522916883,
PG451,,PG451-Colón / Esq. Zurich Sur,-33.5181101655209,-70.668066439298,
PG452,,PG452-General Freire / Esq. Ciencias,-33.5197479388548,-70.664244510955,
PG453,,PG453-Ciencias / Esq. Fernández Albano,-33.5224252431296,-70.6646597228399,
PG1457,,PG1457-Ciencias / Esq. Avenida El Parrón,-33.5245884731591,-70.6654796476892,
PG1133,,PG1133-Isabel La Católica / Esq. La Paz,-33.5272602878082,-70.671047092016,
PG1134,,PG1134-Isabel La Católica / Esq. Vasconia,-33.5282291137397,-70.6682876753615,
PG1135,,PG1135-Ciencias / Esq. P. Aguirre Cerda,-33.5330807573012,-70.6693640215135,
PG1136,,PG1136-Pedro Aguirre Cerda / Esq. Industrias,-33.5319371468276,-70.6739755581373,
PG1137,,PG1137-Pedro Aguirre Cerda / Esq. Letras,-33.53078786351,-70.6775305229404,
PG409,,PG409-Av. Américo Vespucio / Esq. Av. J. J. Prieto Vial,-33.5326062003099,-70.6787716858344,
PH288,,PH288-Parada 2 / Cementerio Metropolitano,-33.5299861935883,-70.6850891468648,
PH287,,PH287-Parada 1 / Cementerio Metropolitano,-33.5301724333984,-70.6859811097383,
PG1138,,PG1138-La Vendimia / Esq. Avenida Ossa,-33.5340260653132,-70.6802679405329,
PG1139,,PG1139-Goycolea / Esq. La Tonada,-33.5356117763578,-70.6803761599177,
PG1140,,PG1140-Goycolea / Esq. Tucumán,-33.5365419608262,-70.6773563193275,
PG1141,,PG1141-Goycolea / Esq. Joaquín Díaz G.,-33.5372010609494,-70.6751700715803,
PG1142,,PG1142-Goycolea / Esq. Salas,-33.5383535606901,-70.671172274304,
PG1143,,PG1143-Salas / Esq. Av. A. Vespucio,-33.536005849528,-70.6701266804839,
PG264,,PG264-Parada 10 / (M) La Cisterna,-33.5372654434147,-70.6656646330404,
PG1438,,PG1438-Sergio Ceppi / Esq. Ciencias,-33.5167840715984,-70.6630755861976,
PG1145,,PG1145-Avenida Ossa / Esq. Los Juncos,-33.5385263772842,-70.6654486769531,
PG1146,,PG1146-Parada / Colegio La Cisterna,-33.5376761640922,-70.6683108785793,
PG1147,,PG1147-Avenida Ossa / Esq. Canal Alberto,-33.5367663620474,-70.6717070811573,
PG1148,,PG1148-Avenida Ossa / Esq. Joaquín Díaz G.,-33.5359120969326,-70.6745249311447,
PG1149,,PG1149-Avenida Ossa / Esq. Alhué,-33.5350981137575,-70.6772272027997,
PG1150,,PG1150-Avenida Ossa / Esq. La Vendimia,-33.5342528343774,-70.6799718906893,
PG1151,,PG1151-Goycolea / Esq. Tupungato,-33.5351286384344,-70.6813542807477,
PG1152,,PG1152-Parada 4 / Cementerio Metropolitano,-33.5300690070578,-70.6800632386562,
PG1153,,PG1153-Pedro Aguirre Cerda / Esq. Letras,-33.5307656071965,-70.677908048401,
PG1154,,PG1154-Pedro Aguirre Cerda / Esq. Industrias,-33.5319017668142,-70.6744572873722,
PG1155,,PG1155-Brisas Del Maipo / Esq. La Paz,-33.5305712350522,-70.6714844459639,
PG1156,,PG1156-Brisas Del Maipo / Esq. Ciencias,-33.5314169957929,-70.6688905477035,
PG1157,,PG1157-Santa Anselma / Esq. Vasconia,-33.5295937928319,-70.6681362202719,
PG1158,,PG1158-Santa Anselma / Esq. La Paz,-33.5288073205243,-70.6702811218858,
PG1159,,PG1159-Isabel La Católica / Esq. Colón,-33.5271216914805,-70.6712263966178,
PG1160,,PG1160-Isabel La Católica / Esq. Progreso,-33.5260435608318,-70.6750603756552,
PG1161,,PG1161-Progreso / Esq. Virgen Del Pilar,-33.5246219203538,-70.6746894867586,
PG1162,,PG1162-Virgen Del Pilar / Esq. Colón,-33.5255323589566,-70.6709847772185,
PG1163,,PG1163-El Parrón / Esq. Chile España,-33.5230324180174,-70.6709937527756,
PG1164,,PG1164-Locarno / Esq. Quellón,-33.5159539443978,-70.6717393632845,
PG1166,,PG1166-Locarno / Esq. San Luis,-33.5172653687592,-70.6657763766283,
PG1167,,PG1167-Locarno / Esq. Paulina,-33.5182396592742,-70.6612591562156,
PG1587,,PG1587-Paulina / Esq. Santa Corina,-33.5149233059601,-70.6610191893291,
PG1171,,PG1171-Julio Covarrubias / Esq. Avenida Sur,-33.554739839391,-70.661036758712,
PG1672,,PG1672-Julio Covarrubias / Esq. Alejandro Guzman,-33.5566431658099,-70.661468501321,
PG567,,PG567-Julio Covarrubias / Esq. Jorge Luco,-33.55917221454,-70.6617086699997,
PG568,,PG568-Julio Covarrubias / Esq. Av. Observatorio,-33.5613498939178,-70.6621920294077,
PG569,,PG569-Los Mimbres / Esq. Antonio Varas,-33.5633535336022,-70.6626074470009,
PG570,,PG570-Los Sauces / Esq. Los Ligues,-33.564252007169,-70.6637934480579,
PG571,,PG571-Los Sauces / Esq. Los Raulíes,-33.563938363681,-70.6655206636709,
PG596,,PG596-Parada 3 / Paradero 41 Santa Rosa,-33.5951194991104,-70.626984593668,
PG597,,PG597-El Ombú / Esq. El Ciruelillo,-33.5951190418239,-70.6244834595717,
PG1174,,PG1174-El Ombú / Esq. El Haulle,-33.5948925209335,-70.6216127838084,
PG1175,,PG1175-El Ombú / Esq. Avenida Juanita,-33.594856000543,-70.6186896361745,
PG900,,PG900-El Ombú / Esq. Sexto De Línea,-33.5944838352766,-70.615981137689,
PG901,,PG901-El Ombú / Esq. El Fundador,-33.5941809641286,-70.6127265318103,
PG902,,PG902-El Ombú / Esq. Lago Del Toro,-33.593958768053,-70.6106792749656,
PG1589,,PG1589-El Ombú / Esq. 4 Oriente ,-33.5936517408293,-70.6080798031706,
PG1767,,PG1767-Calle 6 / Esq. La Primavera,-33.5951007300554,-70.6109354248237,
PG853,,PG853-El Ombú / Esq. Sexto De Línea,-33.5943645438294,-70.6155866663614,
PG854,,PG854-El Ombú / Esq. Avenida Juanita,-33.5945310439432,-70.6182309722141,
PG1176,,PG1176-El Ombú / Esq. El Belloto,-33.5947906968452,-70.6213317785204,
PG1177,,PG1177-El Ombú / Esq. El Ciruelillo,-33.5949951756033,-70.6242332876317,
PG1179,,PG1179-Parada 4 / Paradero 41 Santa Rosa,-33.5950230397486,-70.6273243830426,
PG1182,,PG1182-Ciudad De México / Esq. Patagonia,-33.5853381523471,-70.634252822261,
PG1183,,PG1183-Ciudad De México / Esq. Tala,-33.5850540501491,-70.6367763094249,
PG1184,,PG1184-Ciudad De México / Esq. Porto Alegre,-33.5848662192722,-70.6384967248694,
PG637,,PG637-Julio Covarrubias / Esq. Jorge Luco,-33.5594637419636,-70.6616905568535,
PG638,,PG638-Julio Covarrubias / Esq. Alejandro Guzman,-33.5569303301718,-70.6614395327226,
PG639,,PG639-Alejandro Guzmán / Esq. Eleuterio Ramírez,-33.5561882947306,-70.6636409480957,
PG1188,,PG1188-Eleuterio Ramírez / Esq. Avenida Sur,-33.5546909890881,-70.6634625216292,
PG1189,,PG1189-Eleuterio Ramírez / Esq. Los Aviadores,-33.5532971364284,-70.6631019050626,
PG1190,,PG1190-Eleuterio Ramírez / Esq. 1 Sur,-33.5517461144605,-70.6626930529209,
PG1191,,PG1191-Eleuterio Ramírez / Esq. Esperanza,-33.5495559077903,-70.6621351899295,
PG1192,,PG1192-Eleuterio Ramírez / Esq. Riquelme,-33.5475825241705,-70.6615481213386,
PG1942,,PG1942-Parada  / Est. Lo Blanco,-33.5738776288713,-70.697892515068,
PG1231,,PG1231-Avenida Lo Blanco / Esq. Volcán Llaima,-33.5752553591463,-70.6953467976521,
PG1232,,PG1232-Parada 3 / Paradero 39 Gran Avenida,-33.5763368015973,-70.6924386076374,
PG1633,,PG1633-Avenida Lo Blanco / Esq. Alonso Cortés,-33.577635731254,-70.689184435508,
PG1233,,PG1233-Avenida Lo Blanco / Esq. Pedro De Mendoza,-33.5783519357576,-70.687389462153,
PG358,,PG358-Camino Padre Hurtado / Esq. Bartolomé Díaz,-33.5875395666235,-70.6781790058017,
PG361,,PG361-Camino Padre Hurtado / Esq. Av. J.M. Balmaceda,-33.5931994684129,-70.6796905513017,
PG522,,PG522-Avenida Colón / Esq. Marina Ortiz De Gaete,-33.593322598707,-70.6883878683761,
PG523,,PG523-Avenida Colón / Esq. Sancho De La Hoz,-33.5928552658041,-70.6903151457419,
PG539,,PG539-San José / Esq. Av. Padre Hurtado,-33.6047814906129,-70.6828551705897,
